Student_ID,University,Department,Semester,Gender,Age,CGPA,Java,Python,DSA,DBMS,OS,CN,Web_Development,SQL,Git,Cloud,AI_ML,Communication,Aptitude,Teamwork,Internship,Certifications,Resume_Score,Coding_Test_Score,Mock_Interview_Score,Curriculum_Coverage,Industry_Skill_Level,Skill_Gap_Score,Placement,Company,Package_LPA,Placement_Probability
S0603,University B,CSE,8,Male,23,8.68,3,5,1,2,5,4,3,1,5,1,1,2,2,1,Yes,0,95,100,50,2.71,2.57,2.43,Yes,Accenture,3.56,0.97
S0604,University B,CSE,8,Male,21,6.91,5,2,4,2,4,5,2,4,3,5,1,4,2,5,Yes,0,61,52,61,3.71,3.43,1.57,Yes,Amazon,5.66,0.95
S0605,University A,CSE,8,Male,23,6.32,3,2,2,4,5,3,5,4,5,3,2,4,3,3,Yes,4,50,81,88,3.71,3.0,2.0,Yes,Wipro,7.28,0.88
S0606,University C,IT,8,Female,24,7.01,1,5,4,1,4,1,1,3,5,3,5,1,5,3,No,3,72,87,96,2.14,3.43,1.57,Yes,Deloitte,10.71,0.85
S0607,University B,CSE-DS,8,Female,21,9.9,2,2,5,2,1,3,4,4,4,3,4,4,4,4,Yes,1,97,88,69,3.0,3.43,1.57,Yes,TCS,9.79,1.0
S0608,University C,CSE-AI,8,Male,23,7.26,1,4,2,2,5,2,2,1,1,4,4,2,3,3,Yes,0,81,65,55,2.14,2.57,2.43,Yes,Amazon,8.05,0.84
S0609,University C,CSE-AI,8,Female,22,8.17,4,4,4,2,4,1,3,1,1,3,4,5,3,2,Yes,4,81,91,58,2.71,3.57,1.43,Yes,TCS,9.75,1.0
S0610,University B,CSE-DS,8,Female,22,8.51,4,5,1,5,2,5,3,3,3,2,3,5,4,1,Yes,3,73,66,60,3.29,3.29,1.71,Yes,Cognizant,6.64,1.0
S0611,University C,CSE,8,Female,23,7.94,5,3,2,2,3,5,2,5,5,2,2,4,5,4,Yes,2,82,96,51,3.43,3.29,1.71,Yes,Wipro,9.26,1.0
S0612,University C,IT,8,Female,24,8.15,3,1,4,4,2,3,2,3,1,4,2,2,1,3,No,6,89,70,80,3.0,2.43,2.57,Yes,Capgemini,5.69,0.94
S0613,University D,CSE,8,Female,23,9.39,2,2,5,5,1,3,1,2,5,5,3,2,4,4,Yes,2,66,53,54,2.71,3.43,1.57,Yes,TCS,7.94,1.0
S0614,University A,CSE,8,Female,24,8.91,2,4,4,5,2,5,4,3,1,3,4,3,2,5,No,2,60,77,53,3.57,3.0,2.0,Yes,TCS,8.34,0.97
S0615,University A,CSE,8,Male,21,7.6,2,3,4,5,1,4,3,4,2,3,5,1,3,3,Yes,4,53,86,90,3.29,2.86,2.14,Yes,Deloitte,14.2,0.93
S0616,University B,IT,8,Male,20,5.95,2,2,1,3,3,3,1,4,3,1,4,4,5,1,No,5,100,65,89,2.43,2.43,2.57,Yes,Infosys,5.82,0.75
S0617,University A,CSE-DS,8,Female,20,8.86,3,2,2,1,5,1,1,2,4,1,1,2,2,2,Yes,4,70,60,69,2.14,2.14,2.86,Yes,IBM,14.84,0.91
S0618,University C,CSE-DS,8,Female,24,8.45,4,5,1,1,2,5,1,2,2,5,4,1,3,1,No,4,60,65,58,2.29,3.14,1.86,Yes,TCS,5.78,0.9
S0619,University B,CSE-AI,8,Female,21,7.21,2,5,3,3,2,3,3,4,1,3,4,1,4,5,No,1,61,47,47,2.86,2.71,2.29,Yes,Infosys,9.31,0.76
S0620,University D,IT,8,Male,23,9.4,3,3,4,1,2,5,3,2,5,1,3,1,2,2,No,1,81,100,91,2.86,2.86,2.14,Yes,Cognizant,9.33,0.96
S0621,University B,CSE-AI,8,Female,22,7.61,5,3,2,1,5,1,1,1,5,1,1,3,1,3,No,3,96,76,55,2.29,2.86,2.14,Yes,Cognizant,4.96,0.9
S0622,University C,CSE-DS,8,Male,24,5.83,4,1,3,1,1,3,2,3,4,2,1,1,4,2,Yes,0,55,86,60,2.43,2.29,2.71,Yes,Microsoft,10.33,0.77
S0623,University B,CSE-DS,8,Male,22,7.61,2,2,1,4,4,1,1,4,4,4,4,2,1,5,Yes,5,54,89,62,2.43,2.71,2.29,Yes,Deloitte,14.15,0.89
S0624,University B,CSE-DS,8,Female,23,9.74,2,2,4,1,1,5,4,5,4,2,1,3,3,1,No,3,80,74,55,3.14,2.57,2.43,Yes,Cognizant,9.1,0.98
S0625,University B,CSE,8,Female,24,6.27,4,3,4,3,3,2,4,5,4,3,4,1,5,3,Yes,2,72,81,74,3.57,3.29,1.71,Yes,Amazon,10.26,0.88
S0626,University B,CSE-AI,8,Female,23,9.54,2,5,3,5,2,5,2,2,4,1,4,1,5,5,Yes,4,56,76,45,3.0,2.86,2.14,Yes,Amazon,7.32,0.98
S0627,University C,CSE-AI,8,Female,22,6.01,3,5,4,5,4,2,5,3,4,1,2,4,2,2,Yes,6,82,91,51,3.71,3.29,1.71,Yes,Infosys,10.93,0.99
S0628,University C,CSE-DS,8,Female,22,9.13,5,1,2,1,1,1,3,1,2,2,1,1,3,4,Yes,3,72,82,70,2.0,2.0,3.0,Yes,Microsoft,3.66,0.96
S0629,University C,IT,8,Male,23,6.42,4,5,5,4,5,5,1,4,1,4,3,3,1,3,No,6,74,88,79,4.0,3.57,1.43,Yes,IBM,15.05,1.0
S0630,University B,IT,8,Male,20,5.67,4,1,4,3,5,1,1,2,1,4,4,3,2,5,No,0,70,59,80,2.86,3.0,2.0,Yes,Deloitte,15.16,0.77
S0631,University B,CSE,8,Female,24,8.51,5,1,5,4,1,5,2,4,3,5,4,5,1,3,Yes,5,83,71,56,3.71,4.0,1.0,Yes,Capgemini,17.03,1.0
S0632,University A,CSE,8,Male,21,6.96,1,2,1,2,4,4,2,1,4,2,4,1,3,2,Yes,2,93,77,99,2.14,2.14,2.86,Yes,Deloitte,10.9,0.76
S0633,University A,CSE-DS,8,Female,23,6.08,5,5,1,4,4,3,4,1,5,3,5,1,4,4,Yes,2,77,75,89,3.14,3.57,1.43,Yes,Infosys,9.83,0.84
S0634,University A,CSE-AI,8,Male,21,7.27,2,2,1,1,2,1,5,2,2,4,5,3,5,3,No,0,100,82,56,2.0,2.71,2.29,Yes,Infosys,12.23,0.81
S0635,University D,IT,8,Male,20,6.82,4,1,3,1,5,1,1,5,3,5,5,1,3,2,No,1,80,91,58,2.86,3.14,1.86,Yes,Deloitte,6.33,0.84
S0636,University A,IT,8,Male,22,6.26,5,5,1,2,2,5,2,1,4,5,1,5,2,2,No,6,90,63,59,2.57,3.71,1.29,Yes,IBM,15.92,0.95
S0637,University A,CSE,8,Male,20,8.93,1,2,3,4,4,5,2,2,4,5,5,4,2,2,No,3,99,44,72,3.0,3.43,1.57,Yes,IBM,12.5,0.93
S0638,University A,CSE-DS,8,Female,22,7.13,4,3,4,3,3,5,5,3,3,4,5,4,4,5,Yes,3,71,45,89,3.86,3.86,1.14,Yes,Cognizant,10.85,0.96
S0639,University B,CSE-DS,8,Male,22,9.35,5,5,2,3,3,2,5,2,3,3,2,3,5,4,No,2,88,67,87,3.14,3.29,1.71,Yes,Microsoft,13.39,1.0
S0640,University D,CSE-DS,8,Male,22,8.64,5,3,2,4,5,5,2,1,3,2,2,5,3,2,No,2,65,65,75,3.43,3.14,1.86,Yes,Microsoft,14.26,0.96
S0641,University A,IT,8,Female,23,8.17,3,1,4,5,4,1,1,2,3,4,4,5,5,3,No,1,67,43,72,2.86,3.43,1.57,Yes,Deloitte,12.92,0.9
S0642,University A,CSE-DS,8,Female,22,6.88,2,2,1,3,1,1,1,3,1,5,5,3,2,1,No,1,52,97,87,1.71,2.71,2.29,Yes,TCS,12.0,0.81
S0643,University A,CSE-DS,8,Female,20,7.39,2,2,5,5,5,3,5,3,2,2,1,5,5,3,Yes,1,74,53,79,4.0,2.71,2.29,Yes,Wipro,12.74,0.94
S0644,University A,IT,8,Female,23,5.92,4,2,2,4,5,2,2,2,3,1,1,2,3,4,No,3,63,54,51,3.0,2.14,2.86,No,,0.0,0.69
S0645,University D,CSE-AI,8,Female,21,6.16,4,5,4,1,5,3,2,4,4,5,3,3,1,4,No,6,78,78,58,3.29,4.0,1.0,Yes,Infosys,9.09,0.97
S0646,University D,IT,8,Female,20,6.46,3,4,3,2,3,2,4,5,4,1,5,2,1,4,Yes,3,86,62,68,3.14,3.14,1.86,Yes,Deloitte,9.21,0.85
S0647,University A,CSE,8,Female,20,7.42,3,2,3,3,3,4,2,2,2,5,5,5,5,2,Yes,3,73,43,93,2.86,3.57,1.43,Yes,Wipro,6.93,0.96
S0648,University C,IT,8,Female,21,7.81,3,4,2,3,2,4,3,2,2,4,3,2,5,1,Yes,6,55,79,48,2.71,2.86,2.14,Yes,Wipro,12.09,0.97
S0649,University A,CSE,8,Female,21,6.54,2,5,1,1,1,3,2,5,1,4,5,3,2,2,Yes,1,100,40,65,2.14,3.0,2.0,Yes,Capgemini,16.33,0.82
S0650,University B,CSE,8,Female,23,6.23,4,2,2,2,5,3,5,3,4,2,4,2,1,2,Yes,5,88,88,47,3.43,2.86,2.14,Yes,IBM,4.51,0.88
S0651,University B,CSE,8,Female,22,7.83,4,4,5,5,4,5,4,5,3,5,5,4,3,5,No,1,82,94,76,4.57,4.29,0.71,Yes,TCS,5.39,1.0
S0652,University B,IT,8,Female,23,6.01,4,4,4,3,3,1,3,4,2,1,2,4,2,4,Yes,5,100,59,70,3.14,3.0,2.0,Yes,TCS,7.17,0.94
S0653,University C,IT,8,Male,23,7.26,4,3,2,4,2,4,1,2,2,1,3,3,1,3,No,3,91,95,72,2.71,2.57,2.43,Yes,Capgemini,4.67,0.89
S0654,University D,CSE-DS,8,Female,22,5.8,3,2,3,5,2,1,1,2,5,3,1,1,5,2,No,0,78,65,66,2.43,2.57,2.43,No,,0.0,0.7
S0655,University B,CSE-AI,8,Male,20,7.12,5,5,1,4,4,4,5,1,5,5,5,1,2,4,No,5,95,68,91,3.43,3.86,1.14,Yes,Capgemini,14.34,0.9
S0656,University B,CSE,8,Female,23,8.21,3,4,2,1,1,3,1,2,2,4,5,2,4,2,No,4,86,56,58,1.86,3.14,1.86,Yes,Infosys,3.51,0.89
S0657,University C,CSE-AI,8,Male,20,8.96,2,4,2,4,1,1,4,3,5,3,4,3,5,5,No,5,92,60,78,2.43,3.29,1.71,Yes,Microsoft,5.83,0.94
S0658,University C,IT,8,Female,23,7.41,3,3,5,3,4,4,1,5,3,3,1,2,5,2,Yes,1,79,97,54,3.57,2.86,2.14,Yes,Amazon,17.39,0.99
S0659,University D,IT,8,Female,24,7.99,3,1,2,2,5,4,1,3,1,4,4,4,2,4,No,0,71,100,68,2.86,2.71,2.29,Yes,Accenture,5.27,0.91
S0660,University D,CSE,8,Male,20,6.44,4,2,3,2,5,2,3,2,5,3,5,4,1,1,Yes,0,100,87,45,3.0,3.71,1.29,Yes,IBM,5.75,0.94
S0661,University B,CSE-AI,8,Female,23,5.51,2,1,2,3,3,3,5,1,1,2,3,3,1,1,Yes,0,89,40,97,2.71,2.0,3.0,No,,0.0,0.68
S0662,University C,CSE-AI,8,Female,23,5.97,5,3,5,5,1,5,3,2,1,4,5,3,2,5,Yes,3,88,54,89,3.71,3.71,1.29,Yes,IBM,7.76,0.95
S0663,University B,CSE-AI,8,Male,22,7.08,5,3,3,4,4,2,3,3,2,2,4,2,2,1,Yes,0,87,96,52,3.43,3.0,2.0,Yes,Deloitte,5.72,0.95
S0664,University D,CSE-AI,8,Female,23,8.89,3,5,2,4,4,4,1,5,5,3,2,4,1,3,Yes,3,62,62,49,3.29,3.43,1.57,Yes,Capgemini,4.23,1.0
S0665,University D,CSE-DS,8,Male,21,8.4,4,3,4,2,3,4,3,5,2,1,2,3,4,1,No,2,59,42,53,3.57,2.71,2.29,Yes,Microsoft,7.1,0.87
S0666,University B,IT,8,Male,23,7.34,1,3,3,5,3,3,1,1,4,5,2,2,2,3,No,4,75,96,78,2.43,2.86,2.14,Yes,Microsoft,18.4,0.9
S0667,University D,CSE-DS,8,Female,20,9.74,5,5,3,5,4,1,3,3,1,4,5,1,4,4,No,4,86,54,65,3.43,3.43,1.57,Yes,Accenture,16.02,1.0
S0668,University A,CSE-DS,8,Male,23,9.09,5,3,4,3,1,5,2,1,2,4,2,4,1,4,Yes,0,67,74,97,3.0,3.43,1.57,Yes,IBM,16.99,1.0
S0669,University C,CSE-AI,8,Female,22,9.85,2,5,5,3,1,2,4,5,3,2,5,2,1,4,Yes,2,91,55,75,3.14,3.43,1.57,Yes,Wipro,3.81,1.0
S0670,University B,CSE,8,Female,22,7.33,4,2,2,3,1,3,3,5,5,1,1,2,1,1,Yes,0,99,89,95,3.0,2.43,2.57,Yes,Capgemini,14.88,0.88
S0671,University A,CSE-AI,8,Male,22,6.03,5,4,5,1,4,5,3,1,3,1,3,2,4,2,No,5,51,98,84,3.43,3.29,1.71,Yes,Infosys,15.57,0.91
S0672,University D,IT,8,Female,22,6.21,5,2,4,3,1,3,4,4,1,5,4,2,2,2,No,6,87,87,89,3.43,3.29,1.71,Yes,Accenture,4.5,0.94
S0673,University A,CSE-AI,8,Female,23,8.33,2,1,1,4,2,1,5,3,1,3,3,4,1,3,No,0,58,93,51,2.57,2.14,2.86,Yes,Amazon,12.42,0.85
S0674,University C,CSE-DS,8,Female,20,7.94,5,3,1,5,1,3,2,3,5,4,3,1,1,1,No,5,58,84,61,2.86,3.14,1.86,Yes,Wipro,15.74,0.89
S0675,University A,CSE-AI,8,Male,24,9.79,3,1,4,3,3,4,1,1,3,3,2,1,2,5,Yes,2,57,46,61,2.71,2.43,2.57,Yes,Cognizant,15.02,0.94
S0676,University C,CSE,8,Male,20,9.02,2,1,3,3,5,5,1,5,5,5,3,5,3,1,No,6,52,59,71,3.43,3.43,1.57,Yes,Cognizant,4.89,0.98
S0677,University A,CSE,8,Female,21,5.91,5,1,1,4,1,4,3,4,5,1,3,2,5,5,Yes,0,71,50,56,3.14,2.57,2.43,No,,0.0,0.7
S0678,University C,CSE-DS,8,Male,23,8.71,2,2,5,2,4,1,5,3,5,2,4,5,2,1,No,1,89,82,69,3.14,3.57,1.43,Yes,Amazon,6.39,1.0
S0679,University A,CSE-AI,8,Male,20,9.78,4,5,3,3,2,5,1,4,3,5,4,1,1,4,Yes,5,66,84,53,3.14,3.57,1.43,Yes,Microsoft,12.15,1.0
S0680,University B,CSE,8,Female,22,6.52,2,1,1,4,2,2,3,1,5,1,2,1,1,4,Yes,2,63,68,54,2.14,1.86,3.14,No,,0.0,0.69
S0681,University A,IT,8,Female,21,9.8,4,5,3,4,2,2,2,4,3,2,2,4,4,3,No,0,66,40,72,3.0,3.29,1.71,Yes,TCS,10.45,0.97
S0682,University D,CSE-DS,8,Male,23,7.32,3,2,3,3,2,4,1,4,5,1,5,4,3,3,Yes,3,62,84,100,2.86,3.29,1.71,Yes,Deloitte,7.63,0.93
S0683,University A,CSE,8,Male,21,6.47,2,1,2,4,4,2,5,5,2,1,3,3,5,3,Yes,2,92,73,96,3.43,2.0,3.0,Yes,IBM,8.15,0.8
S0684,University C,IT,8,Female,22,9.45,3,2,5,5,5,5,2,4,5,1,2,1,3,5,No,4,71,40,75,4.14,2.71,2.29,Yes,Infosys,6.4,0.89
S0685,University D,CSE,8,Male,20,8.08,4,5,5,5,3,1,4,4,5,2,2,3,1,3,No,3,98,55,79,3.71,3.71,1.29,Yes,Accenture,8.5,0.99
S0686,University D,CSE,8,Female,24,7.99,2,2,4,1,2,4,4,5,1,1,5,4,2,2,Yes,1,73,46,47,3.14,2.71,2.29,Yes,Microsoft,7.35,0.89
S0687,University B,IT,8,Female,20,9.42,2,1,3,2,5,1,1,3,5,5,2,1,4,3,Yes,5,98,84,91,2.43,2.71,2.29,Yes,Deloitte,3.6,1.0
S0688,University A,CSE-AI,8,Male,21,5.89,5,2,5,3,1,4,3,3,4,5,2,1,1,5,Yes,5,67,52,56,3.43,3.43,1.57,Yes,Accenture,15.83,0.9
S0689,University A,CSE-AI,8,Female,20,6.37,3,4,1,4,2,5,2,1,1,2,3,3,4,2,Yes,6,60,70,69,2.57,2.43,2.57,Yes,Cognizant,3.61,0.86
S0690,University B,IT,8,Female,21,5.87,2,2,1,2,4,1,4,2,2,3,5,5,5,5,No,3,60,93,83,2.29,2.86,2.14,Yes,Microsoft,11.49,0.8
S0691,University A,IT,8,Female,24,8.19,4,3,3,3,5,2,1,2,4,3,4,5,4,1,Yes,6,94,48,48,2.86,3.71,1.29,Yes,Amazon,6.95,1.0
S0692,University B,CSE-AI,8,Male,23,8.63,2,1,5,2,5,2,2,2,1,5,5,5,1,2,Yes,2,83,74,50,2.86,3.43,1.57,Yes,Cognizant,7.39,1.0
S0693,University A,CSE,8,Male,20,7.66,2,2,2,1,5,2,5,4,1,4,5,1,3,4,Yes,5,67,94,66,3.0,2.43,2.57,Yes,TCS,3.95,0.91
S0694,University C,CSE-DS,8,Female,21,6.92,5,1,1,2,4,1,4,5,3,1,5,1,2,3,No,3,93,47,95,3.14,2.43,2.57,No,,0.0,0.71
S0695,University A,CSE,8,Male,20,5.87,2,5,5,5,4,3,4,5,1,2,2,3,5,5,Yes,2,74,70,47,4.0,2.86,2.14,Yes,Deloitte,11.11,0.9
S0696,University C,CSE,8,Female,22,8.41,2,4,3,3,1,3,5,3,5,2,4,4,5,1,Yes,3,59,91,62,2.86,3.43,1.57,Yes,Cognizant,11.18,1.0
S0697,University B,CSE-AI,8,Male,20,9.11,5,4,1,5,1,4,1,4,2,2,4,5,5,5,No,4,72,90,46,3.0,3.29,1.71,Yes,Amazon,15.09,1.0
S0698,University A,IT,8,Female,21,6.68,1,1,4,3,5,1,5,5,1,3,3,2,5,4,No,1,83,52,69,3.43,2.14,2.86,Yes,Accenture,14.27,0.73
S0699,University D,CSE-AI,8,Male,22,6.18,1,2,4,5,3,2,5,5,3,4,3,2,1,2,No,6,95,48,68,3.57,2.71,2.29,Yes,Amazon,14.33,0.78
S0700,University C,CSE-AI,8,Male,20,9.73,3,1,4,1,4,3,4,2,3,3,3,1,2,4,Yes,5,93,63,66,3.0,2.57,2.43,Yes,Wipro,11.65,1.0
S0701,University A,CSE-DS,8,Male,22,7.57,3,4,3,3,5,5,5,5,1,2,1,3,2,5,Yes,6,67,61,91,4.14,2.43,2.57,Yes,Deloitte,18.09,0.96
S0702,University D,IT,8,Male,24,8.52,1,3,2,2,2,2,3,2,5,3,5,3,1,4,Yes,6,59,91,51,2.0,3.14,1.86,Yes,Microsoft,4.85,0.98
S0703,University D,CSE,8,Female,24,5.71,2,2,5,1,2,4,2,2,4,3,2,1,4,1,Yes,0,98,79,93,2.57,2.71,2.29,Yes,Cognizant,11.07,0.82
S0704,University C,IT,8,Female,22,9.28,5,5,1,1,2,2,1,1,5,1,3,4,1,5,Yes,6,88,73,45,1.86,3.43,1.57,Yes,IBM,7.17,1.0
S0705,University C,CSE,8,Female,21,8.71,5,1,4,1,5,2,4,3,5,3,2,1,1,3,Yes,6,57,95,78,3.43,3.0,2.0,Yes,Microsoft,13.09,1.0
S0706,University A,CSE,8,Female,20,6.52,5,4,3,1,5,2,4,2,2,2,2,5,5,5,Yes,0,65,68,62,3.14,3.29,1.71,Yes,IBM,8.53,0.94
S0707,University A,CSE,8,Male,20,8.56,3,2,5,5,4,1,3,1,3,2,4,4,4,4,Yes,4,94,46,52,3.14,3.29,1.71,Yes,IBM,14.7,1.0
S0708,University B,IT,8,Male,23,7.79,2,3,4,4,5,1,1,4,2,4,1,3,2,1,Yes,6,63,56,66,3.0,2.71,2.29,Yes,IBM,8.84,0.97
S0709,University B,IT,8,Male,23,8.26,4,4,5,2,5,2,5,3,3,1,1,2,3,5,Yes,6,83,68,94,3.71,2.86,2.14,Yes,Capgemini,6.41,1.0
S0710,University D,CSE-DS,8,Male,23,5.7,2,3,5,1,1,1,3,4,1,5,1,5,3,5,Yes,6,68,58,81,2.43,3.14,1.86,Yes,TCS,6.23,0.97
S0711,University B,CSE-AI,8,Female,24,8.83,5,5,4,5,5,4,3,5,5,5,4,1,5,3,Yes,4,100,63,82,4.43,4.14,0.86,Yes,Microsoft,9.26,1.0
S0712,University D,CSE-AI,8,Female,20,5.95,1,5,3,5,5,2,2,2,1,2,2,3,2,4,No,4,85,100,48,2.86,2.43,2.57,Yes,TCS,9.62,0.85
S0713,University A,CSE-DS,8,Female,20,7.51,4,1,4,2,2,3,5,2,5,5,2,3,5,3,Yes,4,58,82,80,3.14,3.43,1.57,Yes,Capgemini,14.86,1.0
S0714,University A,CSE-AI,8,Male,24,9.82,5,5,4,3,1,5,2,4,5,3,5,2,4,3,Yes,6,85,64,81,3.43,4.14,0.86,Yes,IBM,9.17,1.0
S0715,University C,CSE,8,Male,21,7.62,4,1,2,2,5,3,5,3,1,3,2,3,4,5,Yes,1,87,90,94,3.43,2.29,2.71,Yes,Amazon,8.16,0.94
S0716,University A,CSE,8,Female,24,7.61,2,1,1,5,4,5,4,4,1,1,1,4,5,2,Yes,0,92,52,97,3.57,1.57,3.43,Yes,TCS,12.68,0.8
S0717,University C,CSE-AI,8,Female,22,5.75,3,1,3,5,1,3,1,4,4,2,5,2,5,4,No,5,59,43,91,2.86,2.86,2.14,No,,0.0,0.69
S0718,University D,IT,8,Male,21,5.57,4,4,4,5,3,4,2,1,4,2,4,4,2,5,Yes,2,51,75,96,3.29,3.71,1.29,Yes,Deloitte,4.88,0.9
S0719,University C,IT,8,Male,23,7.99,5,1,3,1,4,5,5,3,1,2,2,2,4,2,Yes,1,70,62,90,3.71,2.29,2.71,Yes,Accenture,17.46,0.9
S0720,University C,IT,8,Male,21,7.9,1,4,1,2,2,1,1,5,2,1,4,1,2,4,Yes,6,82,82,65,1.86,2.0,3.0,Yes,Deloitte,5.49,0.86
S0721,University B,IT,8,Male,22,6.46,1,5,3,3,3,5,1,2,5,3,1,2,4,3,Yes,6,56,67,62,2.57,2.86,2.14,Yes,TCS,7.77,0.87
S0722,University C,IT,8,Male,24,9.16,4,4,5,1,2,4,4,5,2,2,1,1,2,1,No,6,87,74,97,3.57,2.71,2.29,Yes,Accenture,6.24,1.0
S0723,University D,IT,8,Female,20,7.9,4,5,4,2,4,2,5,2,1,5,2,5,3,4,Yes,2,64,76,93,3.29,3.71,1.29,Yes,TCS,10.24,1.0
S0724,University A,IT,8,Female,20,7.5,1,4,4,2,4,5,2,1,3,1,4,5,2,1,Yes,1,64,80,67,2.71,3.14,1.86,Yes,Wipro,8.42,0.95
S0725,University C,CSE-AI,8,Female,24,8.92,5,4,1,3,4,5,2,1,5,2,1,5,2,3,No,3,98,78,47,3.0,3.29,1.71,Yes,Amazon,11.86,1.0
S0726,University A,CSE,8,Female,22,8.18,3,5,1,2,2,1,3,1,5,2,5,4,5,3,No,5,58,59,83,1.86,3.57,1.43,Yes,Microsoft,8.57,0.9
S0727,University D,CSE-DS,8,Female,20,7.49,5,5,4,1,4,1,3,2,2,5,4,4,4,4,Yes,4,99,82,56,2.86,4.14,0.86,Yes,Microsoft,3.89,1.0
S0728,University A,CSE-DS,8,Male,23,9.74,1,4,4,5,5,4,4,5,2,5,5,4,5,4,Yes,6,58,60,78,4.0,3.57,1.43,Yes,Deloitte,12.15,1.0
S0729,University C,CSE-DS,8,Female,21,8.33,2,3,1,3,1,3,4,4,5,3,4,5,1,1,Yes,1,67,97,79,2.57,3.29,1.71,Yes,Cognizant,6.14,0.99
S0730,University A,CSE-DS,8,Female,21,9.61,4,4,5,4,2,2,3,5,3,2,2,2,5,5,No,6,75,93,100,3.57,3.14,1.86,Yes,Accenture,6.83,1.0
S0731,University B,CSE,8,Female,22,6.65,3,2,5,3,4,2,3,4,2,5,2,4,5,2,Yes,2,83,78,95,3.43,3.29,1.71,Yes,Infosys,13.8,1.0
S0732,University A,CSE,8,Female,24,7.11,4,5,3,4,5,3,1,5,3,4,3,3,2,1,Yes,2,90,79,52,3.57,3.57,1.43,Yes,Amazon,16.67,1.0
S0733,University A,CSE-AI,8,Male,22,7.63,1,2,5,3,5,2,3,1,1,3,2,4,3,1,No,2,79,46,65,2.86,2.57,2.43,Yes,Accenture,15.91,0.86
S0734,University B,IT,8,Female,24,8.23,2,4,4,5,1,2,4,4,3,1,1,5,3,2,Yes,2,99,90,50,3.14,2.86,2.14,Yes,Cognizant,4.03,1.0
S0735,University D,IT,8,Male,22,7.83,1,5,5,4,5,1,5,2,4,1,3,3,2,2,No,3,60,96,53,3.29,3.14,1.86,Yes,Amazon,17.53,0.94
S0736,University C,CSE-DS,8,Male,24,9.3,5,5,4,4,5,4,3,3,2,2,4,3,5,3,No,4,90,61,91,4.0,3.57,1.43,Yes,Cognizant,12.32,1.0
S0737,University C,CSE-DS,8,Male,21,6.07,5,1,1,4,3,1,2,1,1,1,2,3,3,2,Yes,0,65,48,86,2.43,2.0,3.0,Yes,Infosys,16.66,0.73
S0738,University B,IT,8,Female,23,5.52,3,4,1,5,2,4,5,2,1,3,3,3,5,5,No,3,87,79,90,3.14,2.57,2.43,Yes,Deloitte,10.86,0.77
S0739,University B,CSE,8,Male,21,8.67,3,4,2,1,2,3,5,2,3,3,2,1,5,2,Yes,5,84,91,97,2.57,2.57,2.43,Yes,Wipro,5.09,1.0
S0740,University D,IT,8,Male,23,8.17,1,3,5,1,1,4,1,1,5,2,4,3,4,2,Yes,5,85,69,67,2.0,3.29,1.71,Yes,Wipro,3.86,1.0
S0741,University D,CSE-AI,8,Male,23,6.28,2,3,4,4,3,3,3,5,3,4,2,4,2,5,Yes,2,59,79,50,3.43,3.14,1.86,Yes,Deloitte,11.16,0.92
S0742,University B,IT,8,Male,20,5.73,2,4,1,4,2,1,4,2,2,4,2,5,5,2,Yes,2,61,51,54,2.29,2.86,2.14,Yes,Microsoft,12.15,0.81
S0743,University D,IT,8,Female,21,8.72,3,5,1,3,2,5,5,2,2,2,3,3,2,5,Yes,2,85,100,64,3.0,2.71,2.29,Yes,Infosys,7.5,1.0
S0744,University A,CSE-DS,8,Male,24,6.21,4,3,2,1,5,3,3,3,5,4,5,1,2,4,No,0,61,76,56,3.0,3.43,1.57,Yes,Wipro,10.1,0.75
S0745,University B,CSE-AI,8,Male,20,7.56,5,4,1,2,4,3,2,5,5,5,2,2,2,1,Yes,1,100,63,70,3.14,3.43,1.57,Yes,TCS,14.44,0.94
S0746,University B,CSE,8,Female,22,6.67,5,4,5,4,5,5,5,5,4,3,2,3,5,3,Yes,1,90,74,70,4.86,3.71,1.29,Yes,TCS,17.36,1.0
S0747,University C,CSE,8,Male,22,6.54,4,1,5,5,3,1,4,1,3,2,2,5,1,1,Yes,5,86,50,94,3.29,3.14,1.86,Yes,Microsoft,17.4,0.96
S0748,University B,CSE,8,Male,21,6.37,3,5,2,1,5,2,1,5,4,4,1,2,5,4,Yes,4,57,49,70,2.71,3.0,2.0,Yes,Wipro,4.23,0.84
S0749,University C,IT,8,Male,21,6.02,4,4,4,2,1,1,5,1,1,1,4,4,1,2,Yes,0,57,79,91,2.57,3.14,1.86,Yes,Wipro,3.98,0.9
S0750,University C,CSE,8,Female,24,9.57,2,1,3,5,2,4,4,3,2,5,1,2,4,3,Yes,1,98,90,63,3.29,2.29,2.71,Yes,Infosys,6.14,1.0
S0751,University B,CSE-DS,8,Male,24,6.12,3,1,5,3,2,2,5,3,4,2,1,5,2,3,No,5,74,93,95,3.29,3.0,2.0,Yes,TCS,4.49,0.93
S0752,University C,CSE,8,Male,20,7.68,1,1,2,4,1,2,3,2,4,3,5,3,5,3,No,2,98,99,53,2.14,2.71,2.29,Yes,TCS,6.68,0.86
S0753,University A,IT,8,Male,21,6.12,4,1,4,1,3,5,2,4,2,5,4,3,1,2,Yes,3,96,86,50,3.29,3.29,1.71,Yes,Microsoft,9.97,0.96
